id,teks,teks_clean,label
53,"Waktu saya di Dewan Pendidikan, saya pernah fait accompli Pemkot, saat unjuk rasa besar warga kepung dinas Pendidikan karena anaknya tidak lolos PPDB Zonasi."" Massa bubar,... akhirnya solusi ya sama. 🤣🤣 ""Piye mas @budimandjatmiko @Fahrihamzah nyalinya kemana?",waktu dewan didik pernah fait accompli pemkot unjuk rasa besar warga kepung dinas didik anak lolos ppdb zonasi massa bubar akhir solusi sama piye mas nyali,Positif
54,"Sebab itulah, ia mempertanyakan kebijakan PPDB yang menetapkan zonasi berbasis wilayah RT atau RW. Kbiakan tersebut dinilai tidak efektif."" ""https://t.co/6YudfEQWmH",itu tanya bijak ppdb tetap zonasi bas wilayah kbiakan sebut nilai efektif,Netral
55,"Sebab itulah, ia mempertanyakan kebijakan PPDB yang menetapkan zonasi berbasis wilayah RT atau RW. Kbiakan tersebut dinilai tidak efektif."" ""https://t.co/6YudfERucf",itu tanya bijak ppdb tetap zonasi bas wilayah kbiakan sebut nilai efektif,Netral
56,Coba lah pacaran dibikin sistem zonasi kayak ppdb biar ga usah ldr,coba lah pacar bikin sistem zonasi ppdb biar usah ldr,Netral
57,Rafael Situmorang Soal PPDB 2025: Banyak Orang Tua Keluhkan Persoalan Zonasi https://t.co/Ylh0SMnY1r #pdiperjuangan https://t.co/3nYfTchloB,rafael situmorang soal ppdb banyak orang tua keluh soal zonasi,Netral
58,"Emang banyak keluhan sih soal PPDB ini.."" Mulai dari zonasi, umur, KK belum setahun juga nggak bisa 🤔 ""Ada yang mengalami? https://t.co/uNDOYSJIJ0",banyak keluh soal ppdb mulai zonasi umur tahun alami,Negatif
59,"@enjang_as @mas_triadhianto @txtdrbekasi udah tutup 2 minggu yg lalu"" biasanya website ppdb itu dibuka buat transparansi data + proyeksi warga utk ppdb tahun depan. eh ini malah main ditutup aja websitenya, berarti ada sesuatu WKWK ""bayangin aja, zonasi smpn 1 bekasi, 170 siswa yg diterima, jarak terjauhnya cmn 330m-an",tutup minggu lalu biasa website ppdb buka buat transparansi data proyeksi warga ppdb tahun depan malah main tutup websitenya arti wkwk bayangin zonasi smpn bekas siswa terima jarak jauh cmn,Netral
60,"bodo amat, gue masih dendam bgt sama disdik kota bekasi ya jeng, bakal gue ungkit2 terus kebobrokannya dinas pendidikan kota bekasi yg ga becus dan transparan ngadepin sistem ppdb zonasi ini"" ""gue doain lo semua masuk neraka aamiinn",bodo gue dendam sama disdik kota bekas jeng bakal gue ungkit terus bobrok dinas didik kota bekas becus transparan ngadepin sistem ppdb zonasi gue doain semua masuk neraka aamiinn,Netral
61,"Dari dulu ayy ndak pernah sepakat dg sistem zonasi, krn kualitas satuan pendidikan blm rata setara. Yg ada masalaaaaah terus sm PPDB https://t.co/QLMmuCTW3h",dulu ayy ndak pernah sepakat sistem zonasi krn kualitas satu didik blm rata tara masalaaaaah terus ppdb,Netral
62,"@ZoneVenomWar Harusnya ortu selama setahun mulai persiapan, sering2 cek file ppdb tahun sebelumnya disekolah yang masuk zonasi biar tau peluang anaknya.. Kalo kurang ditambah les, kalo gk ada biaya cari lulusan pgsd/syukur2 guru minta anaknya dikasih les.. Biasanya lebih murah..",harus ortu lama tahun mulai siap sering cek file ppdb tahun belum seko masuk zonasi biar tau peluang anak kurang tambah les biaya cari lulus pgsd syukur guru minta anak kasih les biasa murah,Negatif
63,"Didemo Warga, Kepala SMAN 3 Tangsel Tanggapi Polemik PPDB Zonasi "" ""https://t.co/mjI3Hp86hp",demo warga kepala sman tangsel tanggap polemik ppdb zonasi,Negatif
64,"Dugaan praktik kecurangan dalam proses Seleksi Penerimaan Murid Baru (SPMB) terus menjadi polemik tiap tahunnya. Hal ini memicu protes dari orang tua murid di berbagai daerah."" SPMB menggantikan sistem PPDB yang sebelumnya berfokus pada zonasi. SPMB lebih menekankan pada faktor lain seperti domisili, afirmasi, prestasi dan mutasi. Banyak orang tua calon peserta didik merasa kecewa karena anaknya tidak diterima di sekolah negeri favorit, meskipun rumah mereka dekat dengan sekolah tujuan. Sebaliknya, beberapa peserta yang tinggal jauh justru berhasil lolos seleksi. Anggota Komisi X DPR RI dari Fraksi Partai NasDem, Furtasan Ali Yusuf, menekankan perlunya pembenahan sistem penerimaan murid baru (SPMB). #SPMB ""#FurtasanAliYusuf",duga praktik curang proses seleksi terima murid baru spmb terus jadi polemik tiap tahun picu protes orang tua murid bagai daerah spmb ganti sistem ppdb belum fokus zonasi spmb tekan faktor seperti domisili afirmasi prestasi mutasi banyak orang tua calon serta didik rasa kecewa anak terima sekolah negeri favorit meski rumah dekat sekolah tuju balik beberapa serta tinggal jauh justru hasil lolos seleksi anggota komisi dpr fraksi partai nasdem furtasan ali yusuf tekan perlu benah sistem terima murid baru spmb,Negatif
65,"Selalu gua katakan, daerah yang paling mendekati ideal buat menerapkan sistem zonasi itu cuman Jakarta. "" Jakarta kenapa mendekati ideal? Karena zona nya itu pake sistem 'region', bukan jarak/meter tok. Jakarta bisa begini karena jumlah sekolahnya banyak walaupun masih dianggap kurang jika dibandingkan rasio jumlah penduduk (tapi hitungannya tetap lebih banyak daripada kebanyakan daerah). Pun untuk menyiasati ini Jakarta bekerja sama dengan swasta buat bikin sistem PPDB bersama. Anak yang masuk swasta lewat jalur PPDB bersama ini juga gratis sekolahnya layaknya sekolah di negeri. Jakarta bisa begini karena punya 'kemewahan' fiskal yang gak dimiliki daerah lain. Daerah jelas gak akan sanggup dan akan terus jadi masalah tanpa intervensi pusat. ""Zonasi akan terus menjadi masalah selama jumlah sekolah (negeri) berbentuk piramida. Nah, negara alih-alih menyelesaikan masalah ini malah bikin sekolah garuda dan sekolah rakyat. Ibarat orang sakit, udah tau sakitnya batuk pilek, bukannya dikasih panadol malah dikasih dulcolax 😭",selalu gua kata daerah paling dekat ideal buat terap sistem zonasi cuman jakarta jakarta dekat ideal zona pake sistem region jarak meter tok jakarta begini jumlah sekolah banyak walaupun anggap kurang banding rasio jumlah duduk hitung tetap banyak banyak daerah siasat jakarta kerja sama swasta buat bikin sistem ppdb sama anak masuk swasta lewat jalur ppdb sama gratis sekolah layak sekolah negeri jakarta begini punya mewah fiskal milik daerah daerah jelas sanggup terus masalah intervensi pusat zonasi terus jadi masalah lama jumlah sekolah negeri bentuk piramida nah negara alih alih selesai masalah malah bikin sekolah garuda sekolah rakyat ibarat orang sakit tau sakit batuk pilek bukan kasih panadol malah kasih dulcolax,Negatif
66,"@enginecring @ianetcc Offcourse zonasi sii, kecewa banget karena jaman ppdb kuota untuk masuk sma sekitar 60 orang prestai akademik + 10-20 orang doang yang non akademik dan 150 nya zonasi 🤗",offcourse zonasi sii kecewa jaman ppdb kuota masuk sma orang prestai akademik orang doang non akademik zonasi,Negatif
67,"Memahami lebih mendalam perbedaan jalur zonasi di PPDB dan jalur domisili di SPMB pada pengumuman SPMB 2025 jalur domisili, afirmasi dan mutasi. #Headline"" ""https://t.co/YXkWiZST5k",paham dalam beda jalur zonasi ppdb jalur domisili spmb umum spmb jalur domisili afirmasi mutasi,Netral
68,"KPK juga memberikan rekomendasi agar dikeluarkan surat keputusan (SK) penetapan wilayah zonasi (termasuk zonasi dan kapasitas daya tampung) peserta didik baru."" Ikuti berita terkini di https://t.co/12KzHzdIDJ & Youtube BeritaSatu! ""#KPK #KepalaDaerah #Gratifikasi #PPDB #BeritaSatu",kpk beri rekomendasi keluar surat putus tetap wilayah zonasi masuk zonasi kapasitas daya tampung serta didik baru ikut berita kini youtube beritasatu,Netral
69,"SMPB Kabupaten Bandung"" Pendataan dan Pembuatan Akun: 19 Mei - 20 Juni 2025. Pendaftaran PPDB: SD: 10 Juni - 8 Juli 2024.SMP: 10 Juni 2025. Jalur Pendaftaran: Jalur Zonasi: 24 - 29 Juni 2025. Jalur Afirmasi, Prestasi, dan Pindahan: 1 - 3 Juli 2024. Jalur Mutasi, Afirmasi, dan Prestasi (SPMB): 17-25 Juni 2025. Jalur Domisili (SPMB): 19 - 25 Juni 2025. Pengumuman dan Daftar Ulang: Pengumuman Hasil PPDB:Jalur Domisili: 27 Juni 2025, pukul 14.00 WIB. ""Jalur Prestasi, Afirmasi, dan Mutasi: 7 Juli 2025, pukul 14.00 WIB.",smpb kabupaten bandung data buat akun mei juni daftar ppdb juni juli smp juni jalur daftar jalur zonasi juni jalur afirmasi prestasi pindah juli jalur mutasi afirmasi prestasi spmb juni jalur domisili spmb juni umum daftar ulang umum hasil ppdb jalur domisili juni pukul wib jalur prestasi afirmasi mutasi juli pukul wib,Netral
70,"Kumpul dg kawan, selalu banyak yg dibicarakan. Dari masalah MBG, PPDB Zonasi ganti SPMB Domisili, UU TNI, sampai isu baru Tambang Nikel di Raja Ampat."" Begitu banyak ya masalah negara ini. Kadang sy berfikir, kita memilih Wakil Rakyat itu u/ apa ya? ""U/ mengangkat derajat mereka?",kumpul kawan selalu banyak bicara masalah mbg ppdb zonasi ganti spmb domisili tni isu baru tambang nikel raja ampat banyak masalah negara kadang berfikir pilih wakil rakyat apa angkat derajat,Negatif
71,"@BataviaRegion @Flankerchan @aromapetrikorr kalo yang ga keterima lewat zonasi? tau sendiri tiap ppdb ada aja anomali numpang kk dan nipu, akhirnya yang harusnya rumahnya lumayan deket sama sekolah ga keterima dan milih sekolah lain yg lebih jauh. kecuali kalo zonasi udah rata sih gada oknum2 wkwk",terima lewat zonasi tau sendiri tiap ppdb anomali numpang nipu akhir harus rumah lumayan deket sama sekolah terima milih sekolah jauh zonasi rata gada oknum wkwk,Negatif
72,Ini Beda Jalur Zonasi PPDB dan Jalur Domisili SPMB https://t.co/IJGmo859aY,beda jalur zonasi ppdb jalur domisili spmb,Netral
73,"Baru dapat info terbaru jika zona PPDB jalur zonasi diganti dgn jalur domisili. Coba tanya ke pihak sekolah masih banyak yang menganggap hal tersebut cuma ganti nama aja"" ""Coba searching sedikit ada perbedaan jika jalur zonasi diambil dr jarak sekolah dgn tempat tinggal, domisili dari wilayah dimana nantinya domisili dicocokan dgn KK apakah sesuai tempat tinggal dan nama orang tua anak sesuai tidak dgn KK (Krn praktek pindah KK ini nama anak dihapus dan masuk dlm KK pemilik rumah)",baru info baru zona ppdb jalur zonasi ganti jalur domisili coba tanya pihak sekolah banyak anggap sebut cuma ganti nama coba searching sedikit beda jalur zonasi ambil jarak sekolah tempat tinggal domisili wilayah nanti domisili cocok sesuai tempat tinggal nama orang tua anak sesuai krn praktek pindah nama anak hapus masuk dlm milik rumah,Negatif
74,"pendaftaran ppdb jalur zonasi 19 juni, semoga hoki",daftar ppdb jalur zonasi juni moga hoki,Netral
75,"Keluh kesah seorang bapak biasa, tentang PPDB masuk SMPN."" Punya anak, lahir semua di Tangerang Selatan, tinggal dan lahir tangsel, sayangnya KTP kita masih Jakarta Selatan. Tenyata betul mau lanjut sekolah aja ribet, atau memang kami ortu yang gak prepare. ""Ketika kami jelaskan semua prestasi anak, tetap Sistem Zonasi membatasi anak untuk masuk SMPN disekitaran sini, peluangnya kecil untuk masuk, pilihannya hanya jalur prestasi, tapi tetap jalur itu juga KK setempat juga lebih prioritas.",keluh kesah orang bapak biasa ppdb masuk smpn punya anak lahir semua tangerang selatan tinggal lahir tangsel sayang ktp masih jakarta selatan tenyata betul mau lanjut sekolah ribet ortu prepare jelas semua prestasi anak tetap sistem zonasi batas anak masuk smpn sekitar sini peluang kecil masuk pilih jalur prestasi tetap jalur tempat prioritas,Negatif
76,"Harusnya vasektomi bukan jadi syarat bansos, kalau emang layak ya tetap dikasih aja."" Insentif tetap dikasih dalam bentuk lain, misalnya prioritas dalam PPDB. ""Bayangkan ada anak masuk sekolah jalur zonasi, prestasi, nah ini jalur kontrasepsi.",harus vasektomi syarat bansos layak tetap kasih insentif tetap kasih bentuk misal prioritas ppdb bayang anak masuk sekolah jalur zonasi prestasi nah jalur kontrasepsi,Netral
77,"Disdik Sumut Terapkan Hapus Sistem Zonasi, Ini Syarat dan Jadwal PPDB 2025 "" ""https://t.co/kwmwN6NFaT",disdik sumut terap hapus sistem zonasi syarat jadwal ppdb,Negatif
78,"List perubahan (nama) program dari pemerintah:"" 1️⃣ Zonasi → domisili 2️⃣ Penilaian → Asesmen 3️⃣ UN → TKA 4️⃣ Kampus Merdeka → Diktisaintek Berdampak 5️⃣ PPDB → SPMB 6️⃣ Silabus → ATP 7️⃣ Subseksi → Ekstrakurikuler 8️⃣ SNMPTN → SNBP ""9️⃣ SBMPTN → SNBT",list ubah nama program perintah zonasi domisili nilai asesmen tka kampus merdeka diktisaintek dampak ppdb spmb silabus atp subseksi ekstrakurikuler snmptn snbp sbmptn snbt,Netral
79,@aIvvnnn @petrichr2 @rgoestama Sejauh2nya naik sepeda ga akan jauh banget. Makanya di ppdb ada sistem zonasi. Fungsinya supaya anak sekolah daftar di sekolah terdekat,jauh naik sepeda jauh makanya ppdb sistem zonasi fungsi anak sekolah daftar sekolah dekat,Positif
80,@YogiSans9 @barnewoktober Mungkin ada sistem zonasi,mungkin sistem zonasi,Netral
81,Woahh ternyata sistem zonasi ga cuma ada di pendidikan Indonesia🤩🤩🙌,woahh nyata sistem zonasi cuma didik indonesia,Netral
82,the real sistem zonasi 😭😭😭🖐🏻 keinget aku daftar sma negri,the real sistem zonasi keinget aku daftar sma negri,Netral
83,@hamctaro @resahnegeri itu makanya salah satu diadakan sistem pendidikan zonasi dan siswa-siswi di rayon mendapatkan poin sendiri kalau daftar di rayonnya sendiri. tapi oleh masyarakat kita dimanipulasi seolah2 itu hal diskriminasi.,makanya salah satu ada sistem didik zonasi siswa siswi rayon dapat poin sendiri daftar rayon sendiri oleh masyarakat manipulasi hal diskriminasi,Negatif
84,"gw yang mau belajar sabar:🧍🏻‍♀️😊"" ""gw yang tiba-tiba keinget sistem zonasi: 🤾🏻‍♀️🤬👿🥊💩👻👹",mau ajar sabar tiba tiba keinget sistem zonasi,Netral
85,"damn masalah yg di pendidikan itu real bat, di Thai aje Jan protes ada mata pelajaran yg dipertanyakan kegunaannya😭lah begimana di Indo ini, sistem pendidikannya kocar kacir gajelas bikin guru puyeng pusing pening, bikin anak murid makin bodoh mah iya🙂belum lagi sistem zonasi",damn masalah didik real bat thai aje jan protes mata ajar tanya guna lah begimana indo sistem didik kocar kacir gajelas bikin guru puyeng pusing pening bikin anak murid makin bodoh mah iya lagi sistem zonasi,Negatif
86,"@senjakalara Iya nih lagi pusing kena sistem zonasi/?"" ""Gimana rasanya dah 12 taun di rp? /kasi mic/",iya pusing kena sistem zonasi gimana rasa taun kasi mic,Negatif
87,@afrkml @biduanhwjh Sekarang kan masih Sistem Zonasi..jadi yang di Prioritas kan yang dekat dari Sekolahan Tersebut.,sekarang sistem zonasi prioritas dekat sekolah sebut,Positif
88,"@ishineanyway Sejak 6 tahun lalu, kusut memang sistem zonasi ini.",sejak tahun lalu kusut sistem zonasi,Netral
89,"@cakimiNOW Yang ingin merubah sistem Ahwa ke zonasi itu Imam Jazuli, orang dekat sampean, Cak. Yang ingin tempat muktamar di hotel itu juga kelompok sampeanm cak. Dinamika iki harus disudahi. Kembalikan ke masyayikh, kembalikan ke Lirboyo sebagai tempat muktamar yang aman.",rubah sistem ahwa zonasi imam jazuli orang dekat sampean cak tempat muktamar hotel kelompok sampeanm cak dinamika iki sudah kembali masyayikh kembali lirboyo tempat muktamar aman,Positif
90,harusnya bisa akses yang lokal lokal aja dah sistem zonasi dulu minimal ada test cerdas cermat indomy 🙃🙃,harus akses lokal lokal sistem zonasi dulu minimal test cerdas cermat indomy,Netral
91,"@IndosFC @ileague_id Tinggal menunggu waktunya untuk meleburkan EPA SuperLeague &amp""; Championship menjadi satu dan dibagi dengan sistem zonasi seraya mengundang akademi dari Liga Nusantara &amp;"" Akademi non Tim Senior potensial.",tinggal tunggu waktu lebur epa superleague championship jadi satu bagi sistem zonasi undang akademi liga nusantara akademi non tim senior potensial,Negatif
92,"@carlandoscar Makin lama persepupuan kocak itu gerak, makin banyak saingan kaka kebetulan gapake sistem zonasi kaka",makin lama sepupu kocak gerak makin banyak saing kaka betul gapake sistem zonasi kaka,Netral
93,sungchan masuk sm pakai sistem zonasi,sungchan masuk pakai sistem zonasi,Netral
94,"@tempodotco Lebih baik bangun SMA Negeri baru di tiap kabupaten/kota, terutama di kecamatan yg blm ada SMA Negeri nya. Krn faktanya daya tampung SMA Negeri jauh sekali dibandingkan dg jml lulusan SMP. Apalagi msh ada sistem zonasi/domisili sangat menyulitkan yg rmhnya jauh dari SMA Negeri.",baik bangun sma negeri baru tiap kabupaten kota utama camat blm sma negeri krn fakta daya tampung sma negeri jauh sekali banding jml lulus smp msh sistem zonasi domisili sangat sulit rmhnya jauh sma negeri,Positif
95,"@adanaradisini @tempodotco Sistem zonasi tujuannya biar pendidikan merata ga cm pendidikan bagus terkonsentrasi di sekolah2 favorit. Emg mash byk kekurangan spt yg km sebutin, praktek nitip meski ga domisili situpun kyknya masih ada. Makanya perlu dibagusin sistemnya",sistem zonasi tuju biar didik rata didik bagus konsentrasi sekolah favorit emg mash byk kurang spt sebutin praktek nitip meski domisili situ kyknya makanya perlu dibagusin sistem,Positif
